name,neighborhood,avg_rating,#_of_ratings,avg_cost,cash_cards?,avg_cost_2
A Regional de Odivelas,Odivelas Centro,-,2,18 € for two people (approx.),Cash only,18
Spot,Bairro Alto,3.5,9,18 € for two people (approx.) with alcohol,Cash only,18
Tasca Velha,Carcavelos,3.9,178,30 € for two people (approx.),Cash and Cards accepted,30
Solar dos Gomes II,Mem Martins,3.5,23,25 € for two people (approx.),Cash only,25
Marino,Carcavelos,3.4,5,60 € for two people (approx.),Cash and Cards accepted,60
LX Brewery,Arroios,3.8,31,14 € for two people (approx.) with alcohol,Cash only,14
O Retiro do Camarão - Snack-Bar,São Pedro da Cadeira,3.3,4,8 € for two people (approx.),Cash only,8
Fábrica de Queijadas,Sintra Centro,2.9,3,6 € for two people (approx.),Cash and Debit Cards accepted,6
Palace Caffe,Sintra Centro,-,2,12 € for two people (approx.),Cash only,12
Kaffe Kioske,Quinta do Conde,-,0,12 € for two people (approx.),Cash only,12
As Marias com Chocolate,Graça,3.9,36,8 € for two people (approx.),Cash only,8
Restaurante A Cave,Torres Vedras Centro,3.3,5,14 € for two people (approx.),Cash and Debit Cards accepted,14
Pizza Móvel,Cacém,3.9,46,15 € for two people (approx.),Cash and Debit Cards accepted,15
Casa do Leitão,Cascais Centro,-,0,30 € for two people (approx.),Cash and Cards accepted,30
