name,neighborhood,avg_rating,#_of_ratings,avg_cost,avg_cost_2,cash_cards?,variable,value
Ribeirão Preto,Arroios,3.6,17,10 € for two people (approx.),10,Debit Cards accepted,type1,Snack Bar
Palmeiras Letras e Café,Oeiras e São Julião da Barra,-,1,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Snack Bar
Sabores dos Kykos,Fernão Ferro,3.8,38,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Tortas de Azeitão,Setubal Centro,3.6,14,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Volta dos Sabores,Bairro Alto,3.2,5,12 € for two people (approx.),12,Cash only,type1,Casual Dining
O Cantinho da Avó Bida,Loures Centro,-,0,13 € for two people (approx.),13,Cash only,type1,Snack Bar
Gazela,Praça de Espanha,3.4,4,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Snack Bar 39B,Rato,3.5,6,14 € for two people (approx.),14,Cash only,type1,Snack Bar
Taste of Everest,Marquês de Pombal,3.7,38,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Taská,Santos,-,2,14 € for two people (approx.) with alcohol,14,Cash and Debit Cards accepted,type1,Bar
Moet - Tapas & Bar,Barreiro Centro,3.3,5,15 € for two people (approx.) with alcohol,15,Cash only,type1,Bar
Sr. Patolas,Charneca de Caparica,4.0,78,30 € for two people (approx.),30,Cash only,type1,Casual Dining
SushiFashion Beloura,Abrunheira,4.2,226,40 € for two people (approx.),40,Cash and Debit Cards accepted,type1,Casual Dining
Casa Maroto,São Pedro da Cadeira,3.4,5,6 € for two people (approx.),6,Cash only,type1,Bakery
Ponto de Encontro do Mercado,Caparica,-,2,15 € for two people (approx.),15,Cash only,type1,Quick Bites
O Foguete,Rato,3.3,5,15 € for two people (approx.),15,Cash and Cards accepted,type1,Snack Bar
Chikapa,Campo de Ourique,3.6,10,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Cris e Toni,Graça,-,1,12 € for two people (approx.),12,Cash only,type1,
Doce de Côco,Entrecampos,3.1,1,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Churrasqueira Central,Massamá,3.4,9,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,
Padaria da Esquina,Alvalade,3.5,6,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Bakery
Floresta do Calhariz,Bairro Alto,2.7,46,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Loucos de Lisboa,Príncipe Real,4.4,200,25 € for two people (approx.),25,Cash only,type1,Casual Dining
O Cantinho,Rio de Mouro,-,0,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Kebab House,Queluz,-,2,15 € for two people (approx.),15,Cash and Cards accepted,type1,Casual Dining
A Muralha,Setubal Centro,-,0,20 € for two people (approx.),20,Cash only,type1,Snack Bar
Natur Ice,Sé,3.7,22,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Ice-cream Shop
Café do Bairro,Entrecampos,2.5,12,14 € for two people (approx.),14,Cash and Debit Cards accepted,type1,Pastry Shop
Tasca do Isaías,Sesimbra Centro,4.2,149,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Cena de Copos,Bairro Alto,3.7,31,12 € for two people (approx.) with alcohol,12,Cash and Cards accepted,type1,Bar
A Mimosa do Salitre,Avenida da Liberdade,3.4,7,18 € for two people (approx.),18,Cash and Debit Cards accepted,type1,Casual Dining
A Minhota do Cruzeiro,Odivelas Centro,2.8,115,20 € for two people (approx.),20,Cash and Cards accepted,type1,Casual Dining
Riviera,Damaia,-,0,4 € for two people (approx.),4,Cash only,type1,Snack Bar
A Viúva,Santos,3.5,252,28 € for two people (approx.),28,Cash and Cards accepted,type1,Casual Dining
Aloma,Campo de Ourique,4.1,244,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Búzios,Cascais Centro,3.5,16,8 € for two people (approx.),8,Cash only,type1,Snack Bar
O Cantinho,Mem Martins,3.1,0,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Bifanas Vendas Novas,Almada Centro,3.2,8,16 € for two people (approx.),16,Cash and Debit Cards accepted,type1,Casual Dining
Cantinho D' Ourique,Campo de Ourique,3.5,7,25 € for two people (approx.),25,Cash only,type1,Casual Dining
O Regueirão,Alfama,3.4,12,20 € for two people (approx.),20,Cash only,type1,Casual Dining
Cozinha d'O Século,São Pedro do Estoril,-,4,20 € for two people (approx.),20,Cash and Credit Cards accepted,type1,
The Mix - Farol Hotel,Cascais Centro,4.1,68,80 € for two people (approx.),80,Cash and Cards accepted,type1,Fine Dining
Bar Boa Onda,Santa Cruz,-,0,8 € for two people (approx.) with alcohol,8,Cards only,type1,Bar
O Carrada,Damaia,3.7,35,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
A Nossa Loja,Campolide,3.0,1,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Kami Sushi,Algés,3.3,17,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Quiosque Nicola,Odivelas Centro,3.1,4,10 € for two people (approx.),10,Cash and Debit Cards accepted,type1,Kiosk
O Alberto,Cacém,3.1,2,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Ardina Caffé,Parque das Nações,3.5,18,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Pastry Shop
Central Parque Quiosque,Marquês de Pombal,3.7,58,8 € for two people (approx.),8,Cash and Debit Cards accepted,type1,Kiosk
Cantinho do Churrasco,Damaia,3.6,15,15 € for two people (approx.),15,Cash only,type1,Casual Dining
O Paraquedista,Quinta do Conde,3.7,22,14 € for two people (approx.),14,Cash only,type1,Casual Dining
La Lombonera Steakhouse,São Pedro do Estoril,4.2,219,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Manny's Bar,Castelo,-,3,20 € for two people (approx.) with alcohol,20,Cash and Cards accepted,type1,Lounge
Pizzaria Gula,Setubal Centro,3.1,6,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Rong Hua,Oeiras e São Julião da Barra,4.0,143,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Boutique da Malvarosa,Alverca do Ribatejo,3.2,4,8 € for two people (approx.),8,Cash only,type1,Bakery
Perfetto!,Saldanha,-,3,15 € for two people (approx.),15,Cash and Cards accepted,type1,Quick Bites
Cafetaria Alegre,Alcântara,3.3,7,5 € for two people (approx.),5,Cash only,type1,Snack Bar
Sentinela da Noite,Estoril,3.6,13,40 € for two people (approx.),40,Cash and Debit Cards accepted,type1,Casual Dining
João de Deus,Linda-a-Velha,3.5,5,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Atira-te ó Bife,São Bento,4.1,41,30 € for two people (approx.),30,Cash and Debit Cards accepted,type1,Casual Dining
Chá de Jasmim,São Pedro do Estoril,3.7,14,12 € for two people (approx.),12,Cash only,type1,Pastry Shop
Bacalhoaria Moderna,Marquês de Pombal,4.1,52,60 € for two people (approx.),60,Cash and Debit Cards accepted,type1,Casual Dining
Génios Caprichosos,Mem Martins,4.0,62,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Abc Doce,Loures Centro,3.3,4,8 € for two people (approx.),8,Cash only,type1,Pastry Shop
Pizzaria Dom peppone,Setubal Centro,-,2,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Taskinha do Bairro,Pontinha,-,0,5 € for two people (approx.),5,Cash only,type1,Snack Bar
Quimera,Mem Martins,-,1,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Gota d'Álcool,São João das Lampas,3.4,6,12 € for two people (approx.),12,Cash only,type1,Shack
Pastelaria Sena,Praça de Espanha,3.5,12,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Pastry Shop
Curva,Graça,3.5,6,20 € for two people (approx.),20,Cash and Cards accepted,type1,Café
Frango Dourado,Mem Martins,3.4,4,16 € for two people (approx.),16,Cash and Debit Cards accepted,type1,Casual Dining
Manias do Bairro,Mem Martins,3.6,27,15 € for two people (approx.),15,Cash and Debit Cards accepted,type1,Quick Bites
O Sonho das Açucenas,Ajuda,3.2,1,10 € for two people (approx.),10,Cash only,type1,Snack Bar
Chirashi,Telheiras,4.2,449,25 € for two people (approx.),25,Cash and Cards accepted,type1,Casual Dining
Legaaal,Bairro Alto,4.0,35,50 € for two people (approx.),50,Cash and Cards accepted,type1,Casual Dining
Aisha’s - Grill Halal,Santo António dos Cavaleiros,3.5,14,16 € for two people (approx.),16,Cash only,type1,Casual Dining
Princesa da Boa Hora,Ajuda,-,1,15 € for two people (approx.),15,Cash only,type1,Snack Bar
Topázio,Cacém,3.2,6,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Sushi Rão,Campo Grande,3.5,43,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Zao - Powered by Cookoo,São Domingos de Benfica,4.1,21,25 € for two people (approx.),25,Cash and Cards accepted,type1,
A Grelha d'Arcos,Paço de Arcos,3.4,14,12 € for two people (approx.),12,Cash only,type1,
Miosótis - Cafetaria/Restaurante,Oeiras e São Julião da Barra,3.4,5,20 € for two people (approx.),20,Cash and Cards accepted,type1,Quick Bites
A Paragem,Mafra Centro,3.3,14,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
Lobby Bar - NH Collection Liberdade,Avenida da Liberdade,3.3,1,25 € for two people (approx.) with alcohol,25,Cash and Cards accepted,type1,Lounge
Leitaria Junqueira,Belém,3.2,5,10 € for two people (approx.),10,Cash only,type1,Pastry Shop
A Conquista do Abade,Areeiro,-,3,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Espaço CC,Setubal Centro,-,1,12 € for two people (approx.),12,Cash only,type1,Quick Bites
Gula do Meko,Aldeia do Meco,3.8,62,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
O Laçarote,Mem Martins,3.7,14,6 € for two people (approx.),6,Cash only,type1,Pastry Shop
Marisqueira M,Bairro Alto,3.7,17,38 € for two people (approx.),38,Cash and Cards accepted,type1,Casual Dining
Real Cantinho - Hotel Real Parque,Saldanha,4.0,83,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
Inter Shop,Oeiras e São Julião da Barra,-,1,6 € for two people (approx.),6,Cash only,type1,Kiosk
Pizzaria Hamburgueria do Páteo,Venda do Pinheiro,3.8,27,20 € for two people (approx.),20,Cash and Debit Cards accepted,type1,Casual Dining
Raffaello,Parque das Nações,3.8,287,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
Oásis,Campolide,3.6,13,20 € for two people (approx.),20,Cash only,type1,Casual Dining
O Churrasco,Rossio,4.0,71,30 € for two people (approx.),30,Cards only,type1,Casual Dining
Café Bonança,Ajuda,3.4,7,22 € for two people (approx.),22,Cash and Debit Cards accepted,type1,Snack Bar
Labirinto Petiscos,Almada Centro,3.3,6,15 € for two people (approx.),15,Cash only,type1,Quick Bites
Picasso Cafetaria,Avenida da Liberdade,3.1,27,6 € for two people (approx.),6,Cash and Debit Cards accepted,type1,Pastry Shop
Mar ao Carmo,Chiado,3.9,65,40 € for two people (approx.),40,Cash and Cards accepted,type1,Casual Dining
A Noz,Almada Centro,-,0,5 € for two people (approx.),5,Cash and Debit Cards accepted,type1,Pastry Shop
Bar Ponto Final,Parede,3.1,1,6 € for two people (approx.),6,Cash only,type1,Snack Bar
Bar do Esteves,Bairro Alto,3.8,28,12 € for two people (approx.) with alcohol,12,Cash only,type1,Bar
Fraga da Pena,Mem Martins,4.0,40,25 € for two people (approx.),25,Cash and Debit Cards accepted,type1,Casual Dining
A Brasa da Belavista,Carcavelos,4.2,443,30 € for two people (approx.),30,Cash and Cards accepted,type1,Casual Dining
